,judge,question,reference,answer,score
146,google-gemma,There was a growth in income inequality in the 1980s because:,growing unemployment made more people dependent on welfare benefits,,0.8
147,google-gemma,"What role does the ""turnover tax"" play in theSoviet economy?",Turnover tax is a device for adjusting the total money costs to consumers of each consumer good to a level at which the quantity demanded corresponds at least roughly to the quantity available.,,0.0
148,google-gemma,"One aspect of Marxian economics is that some of the pre-dictions of Marx were proven wrong. As a result of this, some radical economists have only adopted the tools of Marxian analysis, without necessarily accepting Marx's con-clusions . In the nineteenth century, other Marxists became 'revisionists'. Explain briefly what distinguishes a re-visionist from a Marxist.","Revisionists believe in gradual evolution towards socialism through political action and trade unionism, rejecting violent class struggle.",,1.0
149,google-gemma,Research on bystander intervention indicates that a person in an emergency will be most likely to receive help when the number of bystanders is,one,,0.9
150,google-gemma,"On Thanksgiving Day, a father was carving a turkey for his family when he seriously cut his hand. The knife severed an artery, causing the father to lose a lot of blood. The mother telephoned their family doctor, who instructed her to drive the father to the local hospital. The doctor indicated that he would meet them there. A short time later at the hospital, the doctor treated the father and bandaged his hand. However, due to the fact that the father had lost a considerable amount of blood, the doctor ordered an immediate blood transfusion. After determining that the father's blood type was A-positive, the doctor orally instructed a nurse, who was employed by the hospital, to obtain the necessary blood for the transfusion. The nurse followed the doctor's instructions and telephoned the hospital's blood bank department and ordered a unit of A-positive blood. The person in the blood bank who received the nurse's call correctly wrote down the order for A-positive blood. However, someone working at the blood bank, whose identity cannot be determined, made an error in filling the order and labeling the unit of blood for the father. As a result, the blood bank sent a unit of B-positive blood mislabeled as A-positive blood. After being administered the wrong blood, the father died. The hospital has a written rule in effect whereby all orders for blood transfusions must be made in writing by the physician in charge of the patient's treatment. Although the doctor was aware of the hospital rule, he, like many other doctors at the hospital, frequently ordered blood transfusions by oral instructions. If the mother asserts a wrongful death action against the doctor, she will most likely","'not prevail, because the unidentified person in the blood bank who was responsible for sending the wrong blood type was not an employee of the doctor.'
 'not prevail, because the hospital, not the doctor, is responsible for the errors of its employees.'
 'prevail, because the doctor had a duty of care to ensure the correct blood type was administered.'",,0.0
151,google-gemma,The procedure involving repeated presentation of a stimulus to the client until the attractiveness of that stimulus is reduced is best described as,stimulus satiation,,0.9
152,google-gemma,"Justin's estate sues Polly for wrongful death. The estate calls Officer Friendly as a witness who interviewed Polly right after the event. Officer will testify that Polly said, ""Oops, I was cleaning my pistol and it went off and shot Justin. I sure was negligent!"" Is Officer's testimony admissible?","Yes, admission by party.",,0.9
153,google-gemma,"Explain the action of the following procedure which in-cludes asubroutine procedure within itself. VERIFY_TEST_VALUES: PROCEDURE; DCL LENGTH FIXEDDEC(3); CALL GET_AND_TEST_INPUT; \textbullet \textbullet \textbullet \textbullet \textbullet CALL GET_AND_TEST_INPUT' \textbullet \textbullet \textbullet \textbullet \textbullet GET_AND_TEST_INPUT:PROCEDURE; AGAIN:GETLIST(LENGTH); IF LENGTH = 0 THEN GOTO L; IF LENGTH<0 \vert LENGTH>90 THEN DO; PUTLIST('ERROR', LENGTH);GOTOAGAIN; END; /\textasteriskcentered END OF DO GROUP \textasteriskcentered/ END GET_AND_TEST_INPUT; \textbullet \textbullet \textbullet \textbullet \textbullet CALL GET_AND_TEST_INPUT; L:ENDVERIFY_TEST_VALUES;","The subroutine procedure is called from three different points in the program, checks if each length value is between 0 and 90, and returns control to the main program.",,0.9
154,google-gemma,"In 1888, a landowner owned a dairy farm. The landowner conveyed this real property to his son in1938. In 1953, the son conveyed the dairy farm to his friend. This deed was not recorded until after the son's death in 1957. In 1956, the son mortgaged the dairy farm to the bank. The mortgage instrument, which was recorded in 1956, recited that it was subordinate to a mortgage on the same land given by the son to an investor in 1936 and recorded in 1936. In that instrument the son purported to grant the investor a mortgage on the dairy farm. In 1979, the friend conveyed the dairy farm to a farmer. This deed was duly recorded, but did not mention any mortgage. In 2008, a buyer entered into an agreement with the farmer, whereby the farmer would convey the dairy farm in fee simple to the buyer for the sum of $75,000. The closing date was set for January 15, 2009. All of the deeds mentioned in the aforementioned transactions are general warranty deeds. In addition, this jurisdiction has a notice-type recording statute and follows a title theory for mortgages. On January 15, 2009, the sale of the dairy farm is finalized and the buyer paid the farmer $75,000. The fanner executed a general warranty deed. The deed contains the following covenants of title:(1) Covenant for seisin. (2) Covenant of the right to convey. (3) Covenant against encumbrances. After the buyer takes possession of the dairy farm, he learns of the son investor 1936 mortgage, which was not satisfied, and seeks monetary damages for breach of the covenant against encumbrances. Judgment should be for","the buyer, because the covenant against encumbrances would be breached at the time the deed was delivered, thereby entitling the covenantee to recover damages.",,0.9
155,google-gemma," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,,0.0
156,google-gemma,In what ways is contractionary fiscal policy in the United States likely to affect domestic interest rates and the international value of the dollar?,Interest rates decrease and the dollar depreciates.,,0.9
157,google-gemma,"A landlord is the owner in fee simple of a tract of land on which is situated a large office building. The landlord leases the land and building thereon to a tenant for a term of seven years, commencing on August 1, 2001, and terminating at midnight on July 31, 2008. The lease contains the following provisions""(1) The tenant covenants to keep the building on the leased premises insured against fire in the amount of $100,000. ""After three years of the lease had expired, the tenant assigned the entire balance of the lease period to a doctor, who took immediate possession of the leased property. Then in 2005, the doctor assigned his leasehold interest to a dentist. The dentist went into possession, but failed to pay any rent for two months. Soon afterwards, a fire spread from an adjoining building to the leased property, completely destroying the building thereon. While the tenant was in possession of the leased property, he carried a fire insurance policy on the premises in the amount of $100,000. However, the tenant allowed the policy to lapse after his assignment to the doctor. The doctor did carry insurance on the leased building, but only in the amount of $50,000. When the dentist took possession of the building, he did not obtain any fire insurance. The landlord learned that the building was not insured at the time of the fire as per the original agreement. In an action by the landlord against the tenant to recover for the fire loss, the landlord will most probably","recover, because the dentist took possession of the property without obtaining any fire insurance.",,0.9
158,google-gemma,A person with a rating of 4 on the Kinsey scale would be classified as:,homosexual with substantial heterosexual experience,,0.0
159,google-gemma,"Statement 1 | If H and K are subgroups of G and one of H or K is normal subgroup of G, then HK is a subgroup of G. Statement 2 | All groups of order p^2 where p is prime are Abelian.","True, True",,0.9
160,google-gemma,Alpha waves are most closely associated with,the hypnagogic state,,0.9
161,google-gemma,Where did jazz great Sun Ra claim he was born?,Saturn,,0.9
162,google-gemma,"""To be valid, the minor premise must either agree with the antecedent, or disagree with the consequent"" is a requirement for",a conditional syllogism,,0.9
163,google-gemma,"This question refers to the following information.
ARTICLE I: Germany, Austria-Hungary, Bulgaria and Turkey for the one part, and Russia for the other part, declare that the state of war between them has ceased. They are resolved to live henceforth in peace and amity with one another. …
ARTICLE III: The territories lying to the west of the line agreed upon by the contracting parties, which formerly belonged to Russia, will no longer be subject to Russian sovereignty; the line agreed upon is traced on the map submitted as an essential part of this treaty of peace. The exact fixation of the line will be established by a Russo-German commission.
Treaty of Brest-Litovsk, March 14, 1918
The result of Article III of the treaty was",the surrender of the eastern part of the Russian Empire to the German Empire,,0.9
164,google-gemma,Describe the various land biomes that are usually encounteredby a traveler going from the equator to the arcticpolar ice cap.,"The various land biomes encountered are tropical rain forests, grassland biomes, temperate deciduous forest, boreal forests or taiga, tundra, desert regions and sclerophylous bushlands.",,0.9
165,google-gemma,"At the birthday party of your best friend, you see Skylar help himself to a second piece of cake. For this individual, it must be the case that",the marginal benefit of the second piece of cake is greater than the marginal cost.,,0.0
166,google-gemma,Synthesis of an RNA/DNA hybrid from a single-stranded RNA template requires,a DNA or RNA primer and reverse transcriptase,,0.8
167,google-gemma,In what ways is a fusion nuclear device different from a fission device?,"A fusion weapon is a three-stage-bomb that uses an implosion device to create a fission reaction, which then detonates a fusion reaction. It is often referred to as a thermo-nuclear or hydrogen device and has unlimited destructive potential.",,0.9
168,google-gemma," In the _________ stage in the adoption process, consumers become aware of the new proposition. They have little information and have yet to develop any particular attitudes towards the product. Indeed, at this stage consumers are not interested in finding out any more information.",Knowledge,,0.9
169,google-gemma,"A retailer brought a federal diversity action against a wholesaler, alleging breach of contract and fraudulent misrepresentation. After the parties presented their evidence at trial, the court instructed the jury on the law. Neither party filed a motion for judgment as a matter of law before the case went to the jury. The jury found for the retailer on both claims. After the court entered judgment on the verdict, the wholesaler moved for a new trial and for judgment as a matter of law, arguing that the evidence was insufficient to support the jury verdict on either claim. The court acknowledged that there had been problems with some of the evidence, but it denied the motions. The wholesaler appealed, challenging the sufficiency of the evidence. Should the appellate court consider the wholesaler's challenge?","'No, because the wholesaler did not raise the sufficiency-of-the-evidence issue in a motion for judgment as a matter of law before the case went to the jury.'
 'Yes, because the challenge was raised and ruled on by the trial court before the wholesaler filed the appeal.'
 'Yes, because the appellate court has the power to review all aspects of the case, including the sufficiency of the evidence.'",,0.9
170,google-gemma,"Late one evening a man was driving home from his job as a security guard at a jewefry store. As the man approached a railroad crossing he noticed that the barriers to the crossing were open. The man cautiously looked both ways for any train. Assuming that no train was coming, he proceeded across the railroad tracks. Suddenly, an oncoming train struck the man's car, completely demolishing it. The man was dead on arrival at the local hospital. Unknown to the man, the railroad crossing guard, in a drunken stupor, had fallen asleep at the barrier controls. He failed to see or hear the signals from the oncoming train that struck and killed the man. The railroad company was well aware of the crossing guard's alcoholism, but continued to employ him. However, two weeks after the accident occurred, the railroad company fired the crossing guard. The executor of the man's estate institutes a wrongful death action against the railroad company. During the trial, the attorney for the man's estate offered into proof the fact that the defendant railroad company dismissed the crossing guard shortly after the accident. Upon objection by the railroad company's attorney, the court should ","sustain the objection, as evidence of subsequent remedial repairs is inadmissible.",,0.9
171,google-gemma,What are the assumptions concerning an individual's personality behind projective testing ?,"Projective testing assumes that there are unconscious elements of the personality that can be determined by projective techniques and that responses are expressions of unconscious desires, conflicts, and impulses.",,0.0
172,google-gemma,"When an emergency opening into the airway is required, the cricothyroid membrane should be pierced immediately",inferior to the thyroid cartilage.,,0.9
173,google-gemma,"A defendant is on trial for attempted murder. The alleged victim is called by the prosecution to testify. During her testimony, the victim recounted the incident and described how the defendant savagely beat her with a baseball bat. She was not asked by the prosecution whether she made any statements during the attack. After the victim was excused and left the witness stand, the prosecution called another witness to testify. The witness proposes to testify that when the beating stopped, the victim screamed, ""I'm dying. Don't let the defendant get away with this. ""Upon objection by the defendant's attorney, the witness's proffered testimony is",admissible as an excited utterance.,,0.9
174,google-gemma,"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike?",7,,0.0
175,google-gemma,"When you examine a patient who has suffered an unfavourable fracture of the body of the mandible, you would expect the",anterior fragment to be displaced downwards by the action of the digastric muscle.,,0.0
176,google-gemma," In his discussion of discrimination in war, Valls suggests that",the difference between combatants and noncombatants is a matter of degree.,,0.0
177,google-gemma,"Discuss the condition known as ""masking."" How does this phenomenoninfluence the sound produced by an orchestra ?","Masking is a phenomenon where the presence of one sound makes another difficult to hear. In an orchestra, lower frequency instruments mask the sounds of higher-frequency ones, musicians compensate for this when playing together.",,0.9
178,google-gemma,"Why are the elements carbon, hydrogen, oxygen, and nitrogen (C, H, O, N) of immense importance in living matter ?","Carbon, hydrogen, oxygen and nitrogen are the four most abundant elements in living organisms, make up about 99 percent of the mass of most cells, and can readily form covalent bonds by electron pair sharing.",,0.9
179,google-gemma,"Traditionally consumer rights were based on the notion of _______ or _______ where the responsibility lay with consumer to avoid subpar products. However, this has gradually eroded due to increased ________ at a ________, EU and UN level.","Caveat emptor, Buyer beware, Regulation, National",,0.9
180,google-gemma,"In a trial of a defendant for armed bank robbery, the prosecutor presented overwhelming evidence of guilt. Three tellers identified the defendant as the robber, a latent fingerprint found on the bank counter linked the defendant to the scene, and bank money had been found in the defendant's car. The police had arrested the defendant immediately after the robbery, as the defendant was driving away from the bank. the bank. When the prosecution rested its case, the judge directed the jury to return a verdict of guilty. The defense attorney did not object at the time. The jury withdrew, discussed the case, and agreed to a guilty verdict. The jury returned to the courtroom and announced the guilty verdict. The defense attorney then voiced an objection to the judge's having directed the verdict. The court overruled the objection and sentenced the defendant to 20 years in prison. On appeal, what should the appellate court do? ","""Reverse the conviction, because the judge",,0.9
181,google-gemma,What is mutualism? Give three examples of this type of relationship.,"In the mutualistic type of relationship, both species benefit from each other. Examples include: Nitrogen-fixing bacteria of the genus Rhizobium and legumes, lichens which are a combination of fungi and algae, and ants and aphids or scale insects.",,0.0
182,google-gemma,"In personnel selection, the selection ratio is defined as the",ratio of the number of workers needed to the number of applicants available,,0.0
183,google-gemma, Sandel's case against moral engineering can best be considered,a virtue ethics approach.,,0.9
184,google-gemma,"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",the use of the animals in laboratory experiments,,0.0
185,google-gemma,What is another way of writing-'six feet'?,6,,0.9
186,google-gemma,"A scientist carries out a cross between two guinea pigs, both of which have black coats. Black hair coat is dominant over white hair coat. Three quarters of the offspring have black coats, and one quarter have white coats. The genotypes of the parents were most likely",Bb × Bb,,0.0
187,google-gemma,What is the future of WMD?,Contemporary concern has been pacified by the fact that WMD threat has greatly diminished with the end of the Cold War. A number of deployed Soviet (Russian) and strategic warheads and US tactical nuclear weapons have been withdrawn from service thereby removing the threat of total war by massive nuclear exchange.,,0.0
188,google-gemma,How did Joseph Schumpeter distinguish the innovatorfrom the inventor? On which did he base his theory of the business cycle?,Innovators invest in inventions and introduce them into industry,,0.0
189,google-gemma,"A state legislature enacts a statute prohibiting the sale of contraceptive devices to married persons. This state statute prohibits the use of contraceptive devices by married persons. A physician who practices in the state brings suit in federal court challenging the constitutionality of the state contraceptive statute. The physician attacks the validity of the statute on the grounds that it prevents him from giving professional advice concerning the use of contraceptives to three patients, all of whom are married, whose condition of health might be endangered by child bearing. The plaintiff is likely",not to have standing jus tertii.,,0.9
190,google-gemma,"As of 2017, the share of GDP spent on the military by the United States is about",3%,,0.9
191,google-gemma,"Show how two clocks, one at the origin and the other a dis-tance d from the origin, may be synchronized.","""The other clock should be pre-set so that it reads 12:00 o",,0.9
192,google-gemma,"A homeowner contracted in writing with a kitchen contractor to renovate her kitchen for $25,000, ""subject to the homeowner's complete personal satisfaction."" The contractor replaced the cabinets, flooring, and countertops and then sought payment from the homeowner. The homeowner paid the contractor only $20,000, truthfully saying that she did not like the finish on the cabinets and was therefore not satisfied. If the contractor sues the homeowner for the balance of the contract price, will the contractor be likely to prevail?","Yes, because the homeowner was the first party to breach the contract.",,0.0
193,google-gemma,"According to Rawls, the two parts of his theory:",are independent: You can accept either part without accepting the other.,,0.9
194,google-gemma,Why might a researcher use a variable ratio of reinforcement rather than a fixed ratio?,Variable ratio schedules of reinforcement are more resistant to extinction than fixed schedules.,,0.9
195,google-gemma,What is the medical term for a doctor's identification of a disease?,Diagnosis,,0.9
196,google-gemma,Explain three ways in which a person's basal metabolic rate maybe determined.,"""BMR can be determined by measuring the amount of heat given off, indirectly measuring the amount of oxygen used, or measuring the amount of thyroxine in a person",,0.9
197,google-gemma,Discuss the influence of heredity on emotionalresponsivity for both animals and humans.,"Heredity is influential in emotional responsivity, as seen in animal and human studies demonstrating genetic influence on emotional reactions",,0.9
198,google-gemma,"The molecular geometry of thionyl chloride, SOCl2, is best described as",trigonal pyramidal,,0.8
199,google-gemma,"If mating is observed to occur freely between organisms of twodifferent populations in the laboratory, and the cross producesviable offspring, can you assume that the two populationsbelong to the same species?","No, successful interbreeding in the laboratory does not offer enough evidence that two populations must be of the same species.",,0.0
200,google-gemma,"The UK Public Services (Social Value) Act 2013 requires those procuring ______ to consider how they can secure wider _____, _____and _____ benefits.","Public services, social, economic and environmental",,0.9
201,google-gemma,Freud's notion of the 'ego' referred to:,"the conscious part of the mind that regulates emotional drives on a practical, rational level",,0.9
202,google-gemma,"A university student, a citizen of State A, believes that her university violated federal law when it eliminated funding for the women's varsity volleyball team. She has sued the university, a nonprofit corporation located and incorporated in State B, and the university's athletic director, a citizen of State B, in federal court in State B. What is the best method of serving the defendants?","""Service as required by State B",,0.9
203,google-gemma,"Give a list of the character set used inPL/I. Also define the term'variable', and explain what is meant by an 'assign-ment statement'.","75 different characters, variable represents a specific type, assignment statement changes the type of a variable",,0.9
204,google-gemma,"A rancher is the owner of a ranch that is situated upon the top of a mountain. Located below the ranch is an estate that is owned by a millionaire. A stream is a non-navigable watercourse that originates at the top of the mountain and runs all the way down into a valley. Both the ranch and the estate are within the watershed of the stream. When the millionaire purchased the estate in 1956, he started taking water from the stream and used it to irrigate the southern half of his property, which he has used as a farm. Prior to 1956, the southern half of the estate had been cleared and placed in cultivation, while the northern half remained wooded and virtually unused. The millionaire continued this established pattern of use and has never stopped using the water in this way. In 1986, the rancher built a home on the ranch and started talcing water from the stream for domestic purposes. During that year there was heavy rainfall, and this caused the stream to run down the mountain at a high water level. However, in 1987, a drought caused the stream to flow at a very low level. Consequently, there was only enough water to irrigate the millionaire's farmland or, in the alternative, to supply all of the rancher's domestic water needs and one-quarter of the millionaire's irrigation requirements. The mountain is located in a jurisdiction where the period of prescription is 15 years. The rancher is continuing to take water for his personal needs and there is insufficient water to irrigate the estate. The millionaire then brings an appropriate action in 1996 to declare that his water rights to the stream are superior to those of the rancher. In addition, the millionaire moves to have the full flow of the stream passed to him, notwithstanding the effect it might have on the rancher. If this state follows the common law of riparian rights, but does not follow the doctrine of prior appropriation, judgment should be for whom?","s use of the water is excessive and unnecessary.""",,0.9
205,google-gemma,"With reference to fluid pressures, explain the mechanism underlyingglomerularfiltration.",The net pressure forces fluid from the blood into Bowman's capsule,,0.8
206,google-gemma,It is currently estimated that there are ______ human protein-coding genes although this estimate may be reduced over time.,"19,000–20,000",,0.0
207,google-gemma,"In adolescence:
",Girls physiologically increase their percentage body fat,,0.1
208,google-gemma,Those being hunted adopt a coloring scheme that allows them to blend in to the colors of the environment.,Cryptic coloration,,0.9
209,google-gemma,A feature of amino acids NOT found in carbohydrates is the presence of,nitrogen atoms,,0.9
210,google-gemma,Explain why the bacterial cell wall is the basis for gram staining .,"The bacterial cell wall composition (peptidoglycan layer thickness and lipid content) determines whether a bacterial cell is gram-positive or gram-negative, which is the basis for gram staining.",,0.9
211,google-gemma,"A teachers union, a nongovernmental entity, seeks to picket the local city school board for its decision to require higher certification for instructors who wish to teach in the gifted and talented classes in elementary school. After a few days of picketing, the school board seeks a temporary injunction in the state court to restrain further picketing of the school board. The school board insists that the teachers union has violated Section 101 of the city's picketing ordinance. Section 101 reads as follows:""Section 101. No picketing shall be permitted inside of, or on any sidewalk or street immediately adjacent or contiguous to public elementary and secondary schools without express permission of the mayor. Applications for such permission shall be filed at least three days before such picketing is intended to begin and shall state the purpose, place, and time of the proposed picketing. ""The court will most likely","deny relief, because the picketing ordinancewas unconstitutional on its face.",,0.9
212,google-gemma,"Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence.","Unsafe practices, Distress, Fear, Serious",,0.9
213,google-gemma,What is the difference between a kinesis and a taxis?,"A kinesis is a form of orientation in which the animal does not necessarily direct its body toward the stimulus, it is an undirected type of orientation. A taxis is a type of orientation in which the animal directs its body toward or away from the stimulus.",,0.9
214,google-gemma,Which common public relations tactic involves sending journalists on visits to appropriate locations?,Media tour,,0.9
215,google-gemma,What are the four basic factors in learning?,"arousal, motivation, reinforcement, and association",,0.9
216,google-gemma,"This question refers to the following information.
""Some men look at constitutions with sanctimonious reverence, and deem them like the ark of the covenant, too sacred to be touched. They ascribe to the men of the preceding age a wisdom more than human, and suppose what they did to be beyond amendment….But I know also, that laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened, as new discoveries are made, new truths disclosed, and manners and opinions change with the change of circumstances, institutions must advance also, and keep pace with the times.""
Thomas Jefferson, 1816
Which of following Amendments to the Constitution is most directly an example of the sentiments expressed above?","The Twenty-first Amendment, which repealed the prohibition of alcohol",,0.1
217,google-gemma,During the time an aircraft produces a sonic boom the aircraft is,flying faster than sound,,0.0
218,google-gemma,"A lumber mill contracted to deliver one thousand8-foot sheets of plywood to a home improvement store on the first of each month for 10 consecutive months starting June 1. The June, July, and August shipments were delivered on time and duly paid for. Then, on August 16, the lumber mill informed the store that the mill would not be able to meet the September 1 delivery date, because its lumber reserve had been destroyed by a forest fire. The mill then asked the store to excuse the mill from further performance. The store refused and demanded that the remaining shipments be delivered on time. When the September shipment failed to arrive, the store immediately brought suit for breach of contract. How would the court hold?","""Judgment for the store, because the mill",,0.0
219,google-gemma,Who was the first American president to visit communist China?,Richard Nixon,,0.99
220,google-gemma,"The mother of a 31-year-old client that you have been seeing for six months calls to check on her son's progress. She says that she is very concerned about her son and wants to know if there is anything she can do to help him. As an ethical psychologist, you:",tell her that you cannot discuss her son’s condition with her.,,0.0
221,google-gemma,What kind of animal is cartoon character Tennessee Tuxedo?,penguin,,0.1
222,google-gemma,In which situation would the defendant most likely be guilty of murder?,"'The defendant, a pharmacist, intentionally dispenses the wrong medication to a patient. The patient takes the medication and dies.'
 'The defendant sends a threatening letter to a coworker. The coworker, who has a weak heart, is so frightened by the letter that he suffers a heart attack and dies.'",,0.1
223,google-gemma,Which statement best describes the profit sharing relationship of a general partnership where the partners have agreed only on voting percentage and the voting shares are unequal?,Partners share equally.,,0.1
224,google-gemma,The axis of the Earth is tilted at an angle of approximately ... relative to the orbital plane around the Sun.,23.5 degrees,,0.0
225,google-gemma,Are the concepts of production possibility frontier and production function different? How?,"The production possibility frontier refers to an outer limit on the finishedconsumer good that a society can produce given its resources and the state of technical knowledge, while the production function describes how various inputs should be employed in order to produce a given amount of output.",,0.9
226,google-gemma,Backgammon is a how many player game?,Two,,0.2
227,google-gemma,Grandparents with grandchildren in college report feeling especially loved when such grandchildren,Pay a surprise visit and ask for advice,,0.9
228,google-gemma,A shopping mall wants to conduct a survey of the people who shop at the mall. Which would give them the most representative sample?,conducting the survey only on weekends,,0.2
229,google-gemma,An externality,results in an equilibrium that does not maximize the total benefit to society,,0.9
230,google-gemma,"A police officer entered a private home in response to a reported disturbance. She found no disturbance but did witness the two male residents engaging in consensual sexual relations with each other. She arrested and charged them with ""deviate sexual intercourse"", a state law that prohibits two persons of the same sex from engaging in mutual sexual relations. After conviction and unsuccessful appeals in the state courts, the men appealed to the United States Supreme Court. What is the likely holding and reasoning of the Supreme Court?",The statute is unconstitutional primarily because it infringes the men's right to freedom of expression under the First Amendment.,,0.9
231,google-gemma," According to Velleman, who, if anyone, should decide whether a patient receives euthanasia?","""the patient",,0.9
232,google-gemma,"A man and a woman were involved in a car accident that occurred when the man abruptly switched lanes in front of the woman without signaling. Unable to stop, the woman hit the man's car into a median. Immediately after the accident, as the two drivers emerged from their vehicles, a pedestrian, obviously emotional and upset from having just observed an accident, ran up to the man and shouted, ""You careless driver, you. Didn't you ever learn that you're supposed to use a turn signal when you switch lanes?"" The pedestrian is never identified and is not present at trial. The pedestrian's statement is",admissible under the excited utterance exception.,,0.0
233,google-gemma,The sky is blue because,"clouds are actually blue, but appear white because of the Sun's brightness.",,0.0
234,google-gemma,According to Say's law,supply creates its own demand,,0.9
235,google-gemma,Describe a backward conditioning procedure. What is the usualeffect of this kind of conditioning ? Include an explanationof inhibitory conditioning.,Backward conditioning usually results in inhibitory conditioning.,,0.9
236,google-gemma,"You are the vice president of public relations for a corporation that produces a well-known brand of food products. In the Albany, New York, market, one of your products has recently been found to have some contamination. While apparently not fatal, it has given a large number of consumers severe stomach cramps and other intestinal problems. The cause has been traced back to your product, which is sold throughout the nation. Your CEO wants to know what you would advise to keep the situation from becoming a public relations disaster. What should you recommend?",Stop all sales of the product throughout the nation and issue a recall for that product.,,0.0
237,google-gemma,"If the volume of an object were to double, with no change in mass, its density would",halve.,,0.9
238,google-gemma,"Two weeks before an election, a local newspaper published an article implying that one of the mayoral candidates was a thief. The candidate subsequently lost the election and sued the newspaper for defamation. The newspaper defended on the grounds of truth. At trial, the candidate took the stand and testified that he was not a thief. Thereafter, the newspaper called a witness to testify that three years ago the candidate committed a larceny while employed at his former job. Upon objection by the candidate's attorney, the witness's testimony should be","excluded, because it is improper character evidence.",,0.9
239,google-gemma,"Erich Fromm states that the society prevents you from realizing true nature to be loving, creative, and productive. Which of the responses to societal demands allow a person to realize that?","The productive allows a person to realize its true nature, to be loving, creative, etc.",,0.0
240,google-gemma," In Singer's understanding, the principle of the equality of human beings is",a prescription of how we should treat humans.,,0.9
241,google-gemma,For an autoregressive process to be considered stationary,The roots of the characteristic equation must all lie outside the unit circle,,0.8
242,google-gemma,Depreciation of the dollar is most likely to,increase exports,,0.2
243,google-gemma,"This question refers to the following information.
""In Northern India the existence of separate States at this period is usually little more than a question of words. A zamindar who paid revenue to the Mogul was clearly in a position of dependence, and if he wished to establish a claim to sovereignty, the first step was to refuse, or omit to pay revenue. Such an omission might, however, arise from various other causes, and it is probable that in Rajputana, Central India, and Chota Nagpur there were numerous chiefs and tribes occupying what constitutional lawyers would regard as an anomalous position, sometimes paying the stipulated revenue, sometimes in open rebellion, and sometimes enjoying practical independence because the Mogul authorities found it inconvenient to undertake active measures of coercion.""
W.H. Moreland, India at the Death of Akbar, 1920
Zamindars had an ability ""to establish a claim to sovereignty"" largely due to the Mughal Empire's policy of",religious toleration,,0.9
244,google-gemma,"An engineer signed a two-year contract to serve as the chief safety engineer for a coal mine at a salary of $7,000 per month. The position required the engineer to work underground each workday. After one week on the job, the engineer became very ill. He requested testing of the mine air system, which revealed the presence of a chemical agent to which the engineer had a rare allergic reaction. The engineer promptly quit. The coal mine then hired a qualified replacement for the remainder of the engineer's contract at a salary of $7,500 per month. Assume that no statute or regulation applies. If the coal mine sues the engineer for breach of contract, is the coal mine likely to recover damages?","No, because the risk to the engineer's health excused his nonperformance of the contract.",,0.9
245,google-gemma," In satisfying Kant's Humanity formulation of the categorical imperative, we are obligated to adopt two very general goals: the goal of promoting the (morally permissible) ends of others and the goal of",self-perfection.,,0.9
246,google-gemma,"When a perfectly competitive labor market is in equilibrium,",everyone who wants to work has the opportunity to do so,,0.9
247,google-gemma,Which of these people was not alive in the 20th century?,Ulysses S Grant,,0.9
248,google-gemma,"If all the chemical components found in a living cell were to beput together in the right proportion, the mixture would not functionas living matter. What characteristics would enable usto consider something living?","Living things are characterized by a specific, complex organization, the ability to consume energy, movement, response to physical or chemical changes, growth, reproduction, and adaptability.",,0.0
